 REP CMDT, CMDT Code, CMDT - Commodity
0000,000000,"FAK OR CARGO, NOS"
0000,000001,"REFRIGERATED AND TEMPERATURE CONTROLLED CARGO, NOS"
0000,000002,"FREIGHT ALL KINDS, FAK"
0000,000003,"CARGO IN REFRIGERATION, NOS"
0000,000004,"CONSOLIDATED OR MIXED LOADS OF COMMODITIES,NOS EXCEPT SPECIAL EQ AND DG/HAZ GOODS."
0000,000005,STRAIGHT OR MIXED COMMODITIES NOS (BUT EXCLUDING CARGO REQUIRING SPECIAL EQUIPMENT AND DANGEROUS/HAZARDOUS CARGO)
0000,000007,"FREIGHT ALL KINDS(SINGLE COMMODITY LOAD, STRAIGHT LOAD ONLY)"
0000,000008,"FREIGHT ALL KINDS(EXCLUDING GARMENTS, NOS)"
0000,000009,"STRAIGHT OR MIXED LOADS OF COMMODITIES NOS INCLUDING TEXTILES,GARMENTS,FASHION ACCESSORIES(EXCLUDING SPECIAL EQUIPMENT AND DANGEROUS/HAZARDOUS GOODS)"
0000,000012,"GDSM EXCLUDING TEXILE, NON-HAZARDOUS, IN MIXED OR STRAIGHT LOAD (CLOSE-OUTS), NOS"
0000,000013,"MIXED LOADS OF ITEMS EXCEPT TEXTILE, GARMENT, FASHION ACCESSORIES, SPEIAL EQ AND DG/HAZ GOODS"
0000,000014,SINGLE COMMODITIES EXCLUDING SPECIAL AND DANGEROUS (HAZARDOUS) CARGOES
0000,000015,"REEFER, NOS;"
0000,000016,COMMODITIES USING SPECIAL CONTAINERS (EXCLUDING REEFER CONTAINER) AND DANGEROUS (HAZARDOUS) GOODS (INCLUDING SOC TANK CONTAINER)
0000,000017,CONSOLIDATED OR MIXED LOADS OF COMMODITIES
0000,000018,"CARGO N.O.S (STRAIGHT OR MIXED LOADS) INCUDING D.G, HAZ GOODS"
0000,000019,"CARGO, NOS (STRAIGHT LOADS ONLY)"
0000,000020,"STRAIGHT LOADS OF TEXTILES, GARMENTS, FASHION ACCESSORIES,NOS."
0000,000021,"STRAIGHT LOADS OF COMMODITIES NOS EXCLUDING TEXTILES, GARMENTS, AND FASHION ACCESSORIES."
0000,000023,"REEFER, NOS (FROZEN ONLY)"
0000,000024,"REEFER, NOS (CHILLED ONLY)"
0000,000025,STRAIGHT LOADS OF COMMODITIES NOS EXCLUDING TEXTILES AND GARMENTS
0000,000026,STRAIGHT LOADS OF GARMENTS AND TEXTILES.
0200,020002,"BEEF, FROZEN, NOS"
0200,020003,"MEAT, FLANK, FROZEN; NOS"
0200,020004,"POULTRY, FROZEN,NOS"
0200,020005,"BEEF OFFALS, EDIBLE, NOS:"
0200,020006,"FROZEN BEEF, NOS"
0200,020008,"SEASONED PORK, GROUND, FROZEN, NOS"
0200,020009,"PORK PATTY, FROZEN, NOS"
0200,020010,"HAM, SAUSAGE; NOS"
0200,020101,"BEEF,FRESH OR CHILLED,NOS."
0200,020200,"MEAT, FROZEN, NOS"
0200,020300,"DELI MEAT, HOT DOGS, PORK OFFALS, FROZEN; NOS"
0200,020601,"HORSEMEAT AND OFFALS, NOS"
0200,020603,"PORK, FRESH OR CHILLED, NOS"
0200,020604,"PORK FAT, FAT TRIMMINGS, LIVERS, OFFALS, NOS"
0200,020608,"PORK, FROZEN, NOS"
0200,020700,"BEEF AND PORK FATTY TISSUE, NOS"
0200,020701,"POULTRY, FRESH, CHILLED OR FROZEN AND CHICKEN PARTS, WHOLE"
0200,020703,"TURKEY, WHOLE, FROZEN, NOS"
0200,020800,"ILLEX, FROZEN; NOS"
0300,030000,"FISH AND CRUSTACEANS, MOLLUSC AND OTHER AQUATIC INVERTEBRATE; NOS"
0300,030001,"SEAFOOD, CANNED, NOS"
0300,030002,"MONK FISH, FROZEN, NOS"
0300,030003,"FROZEN POLLOCK FILLET, NOS"
0300,030004,"ROASTED EEL, FROZEN, NOS"
0300,030005,"TUNA FISH, FROZEN, NOS"
0300,030009,"SALTED DRY JELLY FISH, NOS"
0300,030010,"CROAKER, FROZEN, NOS"
0300,030012,"FISH, NOS:"
0300,030015,"FROZEN FISH,  NOS"
0300,030017,"CUCUMBER, SEA, FROZEN, NOS"
0300,030023,"HAG FISH, FROZEN, NOS"
0300,030100,"EEL, FROZEN, NOS"
0300,030193,"FROZEN CARP, NOS"
0300,030200,"CANNED SARDINES, NOS"
0300,030201,"CANNED TUNA, NOS"
0300,030202,"MACKEREL, SQUID, FROZEN FOR CANNING, NOS"
0300,030203,"COD ROE, FROZEN, NOS"
0300,030204,"POLLOCK ROE, FROZEN, NOS"
0300,030207,"MULLET ROE, FROZEN, NOS"
0300,030208,"ROE, NOS"
0300,030209,"COD AND POLLOCK, NOS"
0300,030210,"FROZEN ANCHOVIES, NOS"
0300,030302,"HALIBUT, FROZEN, NOS"
0300,030303,"BLACK COD, FROZEN, NOS"
0300,030304,"SARDINES, FROZEN, NOS"
0300,030400,"SALMON, FROZEN, NOS"
0300,030401,"SALMON, PINK, FROZEN, NOS"
0300,030600,"FROZEN SHRIMP, NOS"
0300,030602,"CANNED SHRIMP, NOS"
0300,030603,"CANNED TOPSHELLS, NOS"
0300,030604,"CLAMS, FROZEN, NOS"
0300,030606,"CONCH MEAT, NOS"
0300,030608,"CRAB MEAT, FROZEN, NOS"
0300,030610,"LOBSTER, FROZEN, NOS"
0300,030611,"PRAWNS AND SHRIMP, FRESH, CHILLED OR FROZEN; NOS"
0300,030613,"CRABS, NOS"
0300,030702,"SQUID, DRIED, NOS"
0300,030704,"CUTTLEFISH, OCTOPUS AND SQUID, FROZEN; NOS"
0300,030705,"ASSORTED FROZEN MARINE PRODUCTS, NOS;"
0300,030709,"SCALLOP, FROZEN; NOS"
0300,030710,"BOTTOM FISH, FROZEN; NOS"
0300,030711,"CHUM SALMON, FROZEN, NOS;"
0300,030799,"JELLYFISH, FRESH, REFRIGERATED, NOT FROZEN"
0400,040000,"DAIRY PRODUCE, BIRDS EGGS, NATURAL HONEY, EDIBLE PRODUCTS OF ANIMAL ORIGIN; NOS"
0400,040001,"HONEY, NOS"
0400,040002,"SOY MILK, NOS"
0400,040003,"BEE WAX, NOS"
0400,040004,"EGGS AND EGG YOLKS, WHOLE, DRIED OR POWDERED; NOS"
0400,040005,"CREAM, NOS"
0400,040006,"EGGS, FROZEN, NOS"
0400,040007,"WHIPPED TOPPINGS, DAIRY AND NON-DAIRY, CREAM AND MILK SUBSTITUTES; NOS"
0400,040200,"SKIMMED MILK, DRIED OR POWDERED; NOS"
0400,040201,"CREAM, DRIED OR POWDERED; NOS"
0400,040202,"POWDERED MILK, NOS"
0400,040203,"YOGURT, FROZEN, NOS"
0400,040205,"UHT MILK, NOS"
0400,040400,"WHEY POWDER, NOS"
0400,040401,"WHEY PROTEIN CONCENTRATE, NOS"
0400,040402,"GARLIC POWDER, NOS"
0400,040600,"CHEESE, NOS"
0400,040601,"CHEESE FLAVORED POWDER, NOS"
0400,040602,"CHILLED CHEESE, NOS"
0400,040603,"FROZEN CHEESE, NOS"
0400,040700,"WHOLE EGGS, FRESH, NOS"
0500,050000,"ANIMAL ORIGIN PRODUCTS; HAIRS, ALL KINDS"
0500,050002,"GRAY GOOSE DOWN, NOS"
0500,050003,"CHICKEN FEET, NOS"
0500,050004,"FEATHERS, DUCK, NOS"
0500,050005,"FEATHERS, ALL KINDS, NOS:"
0500,050006,"DOWN FEATHERS, NOS:"
0500,050009,"GOOSE FEATHERS, WHITE, NOS"
0500,050010,"SPONGES, CELLULOSE, NOS"
0500,050011,"SPONGES,  NOS"
0500,050100,"HUMAN HAIR, NOS"
0500,050200,"BRISTLES, NOS"
0500,050201,"BROOM BRISTLES, NOS"
0500,050400,"BEEF STOMACHS, REFRIGERATED, NOS"
0500,050402,"HOG CASINGS, NOS"
0500,050403,"NATURAL CASINGS, NOS"
0500,050502,"WHITE DOVE FEATHERS, NOS"
0500,050503,"FEATHER DOWN, NOS"
0500,050504,"DOWN, NOS: GARMENT INSULATION, NOS"
0500,050505,"FEATHER WASTE, NOS"
0500,050600,"ANIMAL BONE, DRIED, NOS"
0500,050700,"ANTLERS, DEER, NOS"
0500,050801,"CLAM SHELLS, NOS"
0500,050804,"UNMANUFACTURED MARINE SHELLS, NOS:"
0500,050900,"SPONGE SHEET, NOS"
0500,050901,"ANIMAL BONES & HORNS, NOS;"
0500,050902,"PULSES, NOS"
0600,060000,"LIVE TREES AND OTHER PLANTS; BULBS, ROOTS, CUT FLOWERS AND ORNAMENTAL FOLIAGE; NOS"
0600,060001,LIVE PLANTS AND TREES; NOS
0600,060004,"CHRISTMAS TREE, NOS"
0600,060005,"CACTUS, NOS"
0600,060006,"LEAVES, GROUND, FOR POTPOURI SETS, NOS"
0600,060007,"HERBS, DRIED, NOS"
0600,060008,"FLOWERBULBS , NOS"
0600,060300,"DRY FLOWERS, NOS"
0600,060301,"DRIED ROSE BUDS, NOS"
0600,060302,"NATURAL DRIED PLANTS, NOS"
0600,060401,"TREE BARK, NOS"
0600,060402,"TREE BARK, DECORATIVE, NOS"
0700,070000,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS; NOS
0700,070001,"HOT PEPPER, NOS"
0700,070002,"CORN, IN BULK ONLY; NOS"
0700,070003,"VEGETABLES, REEFER, NOS;"
0700,070005,"CORN, NOS"
0700,070006,"CHICK PEAS, NOS"
0700,070007,"BROCCOLI, FROZEN, NOS"
0700,070010,"TOMATOES, PREPARED OR PRESERVED, NOS:"
0700,070012,PEAS; NOS
0700,070101,"POTATOES, WHOLE, FRESH OR CHILLED, NOS"
0700,070301,"FRESH ONIONS, VENTILATED STOW, NOS"
0700,070302,"GARLIC, REFRIGERATED, NOS"
0700,070303,"ONIONS, FRESH, REFRIGERATED, NOS"
0700,070400,"BROCCOFLOWER AND BROCCOLI, FRESH OR CHILLED; NOS"
0700,070601,"CARROTS, FRESH OR CHILLED, NOS"
0700,070800,"BEANS, NOS"
0700,070802,"LENTILS, NOS"
0700,070803,"POTATOES, FROZEN, NOS;"
0700,070900,"MUSHROOMS, NOS"
0700,070901,"FRESH SQUASH, NOS"
0700,070905,"FRESH OR CHILLED ASPARAGUS, NOS"
0700,071001,"FROZEN VEGETABLES, NOS"
0700,071002,"CORN, FROZEN, NOS"
0700,071200,"DRIED MUSHROOMS, NOS"
0700,071201,"ONION, GARLIC AND NON-LEGUMINOUS VEGETABLES, DRIED, DESICCATED, OR DEHYDRATED; NOS"
0700,071202,"VEGETABLES, DRIED, DESICCATED, DEHYDRATED OR POWDERED, NOS"
0700,071203,"POTATO CHIPS, NOS"
0700,071204,"ONION POWDER, DEHYDRATED, NOS"
0700,071205,"MUSHROOMS, FROZEN, NOS"
0700,071206,"SOYBEAN POWDER, NOS"
0700,071207,"DEHYDRATED GARLIC, NOS"
0700,071208,"CUCUMBERS IN BRINE, NOS;"
0700,071339,"CRANBERRIES, DRIED, NOS"
0800,080000,EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS; NOS
0800,080001,"FRUIT, DRIED, NOS"
0800,080002,"FRUITS AND NUTS, MIXED; NOS"
0800,080004,"NUTS, EDIBLE, NOS"
0800,080005,"FRUIT AND NUTS, FRESH OR FROZEN; NOS"
0800,080008,"FROZEN FRUIT, NOS:"
0800,080009,"NUTS, DRIED; NOS"
0800,080014,"RASPBERRIES, FROZEN; NOS"
0800,080101,"COCONUT, NOS"
0800,080102,"DESICCATED COCONUT, NOS"
0800,080103,"SHREDDED COCONUT, NOS"
0800,080104,"CASHEW KERNELS, NOS"
0800,080200,"WALNUTS, NOS"
0800,080201,"ALMONDS, NOS"
0800,080202,"MACADEMIA NUTS, NOS"
0800,080203,"ASSORTED NUTS, NOS"
0800,080204,"PECANS, NOS"
0800,080206,"HAZEL NUTS, IN SHELL, NOS"
0800,080207,"PISTACHIOS, NOS"
0800,080300,"BANANAS AND PLANTAINS,FRESH OR DRIED"
0800,080404,"DATES, NOS"
0800,080501,"FRESH LEMONS, IN ORDINARY STOWAGE, NOS"
0800,080600,"RAISINS, NOS"
0800,080802,"APPLES AND PEARS, FRESH; NOS"
0800,080902,"NECTARINES, AND PEACHES; NOS"
0800,080904,"ORANGES, NOS"
0800,080906,"APRICOTS, NOS"
0800,080907,"TAMARIND, NOS"
0800,080909,"LYCHEE, NOS"
0800,080912,"DURIAN, NOS"
0800,080914,"OLIVES, NOS"
0800,081000,"FRESH CITRUS FRUITS, NOS:"
0800,081003,"BLUEBERRIES, CANNED, NOS"
0800,081004,"BLUEBERRIES, FROZEN, NOS"
0800,081007,"POMEGRANATES, FRESH, CHILLED OR FROZEN, NOS"
0800,081040,"CRANBERRIES, BLUEBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM, FRESH"
0800,081100,"STRAWBERRIES, FROZEN, NOS"
0800,081300,"DEHYDRATED FRUIT, NOS"
0800,081301,RED DATE AND DRIED PERSIMMONS; NOS
0800,081302,"DRIED FRUITS, NOS:"
0800,081303,RAISINS; NOS
0800,081305,"FRUIT PUREE CONCENTRATE, NOS;"
0800,081306,"FRUIT PULPE, NOS;"
0900,090000,"COFFEE, TEA, MAT? AND SPICES"
0900,090001,"COFFEE BEANS, IN BAGS, NOS"
0900,090002,"SPICES, NOS"
0900,090003,NUTMEG; NOS
0900,090004,"COFFEE BEANS, NOS"
0900,090005,"RED PEPPERS, NOS"
0900,090006,"TEA, NOS"
0900,090100,"COFFEE, NOS"
0900,090101,"COFFEE BEANS, WHETHER OR NOT ROASTED OR DECAFFEINATED, NOS"
0900,090200,"CHINESE TEA, NOS"
0900,090201,"GREEN TEA, NOS"
0900,090400,"PEPPER, NOS"
0900,090401,"CHILLIES, NOS"
0900,090402,"PEPPER, DRIED, NOS"
0900,090403,"PEPPER POWDER, NOS"
0900,090600,"CINNAMON, NOS"
0900,090601,"CINNAMON BARK, NOS"
0900,090602,"BROKEN CASSIA, NOS"
0900,090700,"CLOVES, NOS"
0900,091000,"GINGER, NOS"
0900,091001,"FRESH GINGER, REFRIGERATED, NOS"
1000,100000,"CEREALS, NOS"
1000,100001,"BARLEY, RYE, WHEAT AND OTHER CEREALS; NOS"
1000,100100,"WHEAT, IN BULK, NOS"
1000,100400,"OATS, NOS"
1000,100401,"OATS FIBER, NOS"
1000,100500,"POPCORN, UNPOPPED, IN BAGS AND/OR BOXES; NOS"
1000,100502,"POPCORN, FROZEN; NOS"
1000,100600,"RICE, NOS"
1000,100601,"RICE AND RICE PRODUCTS, NOS"
1000,100602,"RICE NOODLES, NOS"
1000,100700,"GRAINS, NOS"
1000,100800,"SEEDS, MILLET, NOS"
1000,100801,"BUCKWHEAT, UNMILLED, NOS"
1000,100802,"BUCKWHEAT, NOS"
1100,110000,"MILLING INDUSTRY PRODUCTS, NOS:"
1100,110001,"FLOURS, MALTS, MILLED GRAINS AND STARCHES; NOS"
1100,110002,"WHEAT, MILLED AND PACKED, NOS:"
1100,110003,"STARCH AND WHEAT GLUTEN, NOS"
1100,110004,"RICE AND INSTANT NOODLES, NOS"
1100,110100,"WHEAT FLOUR, NOS"
1100,110200,"CORN FLOUR, NOS"
1100,110201,"RICE FLOUR, NOS"
1100,110400,"CHAFF, NOS"
1100,110500,"CORNMEAL, NOS:"
1100,110501,"DEHYDRATED POTATOES, FLAKES AND GRANULES; NOS"
1100,110700,"BARLEY MALT AND BREWER'S MALT, NOS"
1100,110800,DRIED MODIFIED STARCH; NOS
1100,110801,"WHEAT STARCH, NOS"
1100,110802,"CORN STARCH, NOS"
1100,110803,"POTATO STARCH, NOS"
1200,120000,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAIN, SEEDS; AND FRUITS; INDUSTRIAL OR MEDICAL PLANTS; STRAW AND FODDER; NOS"
1200,120001,"CHINESE HERBS, NOS"
1200,120002,"CASSIA, NOS"
1200,120003,"SEEDS, NOS"
1200,120004,"PSYLLIUM SEEDS, NOS"
1200,120005,"DRY PALM OLEA, NOS"
1200,120006,"SOIL AND SEEDS IN PACKET, NOS"
1200,120007,"SEEDS AND GROWING TRAYS, NOS"
1200,120008,"LOVEGRASS, SORGHUM, SUDAN GRASS; NOS"
1200,120100,"SOYBEAN LECITHIN, NOS"
1200,120101,"SOYBEANS, NOS"
1200,120102,"SOYBEANS, REFRIGERATED, NOS"
1200,120103,"SOYBEAN PRODUCTS, NOS"
1200,120200,"PEANUTS, NOS"
1200,120600,"SUNFLOWER SEEDS, NOS"
1200,120700,"SAFFLOWER SEEDS, NOS"
1200,120702,"COTTON SEEDS, NOS"
1200,120704,"SESAME SEEDS, NOS"
1200,120800,"SOYBEAN OIL, NOS"
1200,120801,"SOYBEAN AND VEGETABLE PROTEIN PRODUCTS, NOS:"
1200,120901,"GRASS SEEDS, NOS"
1200,120903,"SEEDS, IN PAPER ROLLS, NOS"
1200,120904,"FLOWER SEEDS, NOS"
1200,120906,"VEGETABLE SEEDS , NOS"
1200,121100,"LICORICE ROOTS, NOS"
1200,121101,"GINSENG, NOS"
1200,121200,"SEAWEED, NOS"
1200,121202,"DRIED SEAWEED, NOS"
1200,121203,"SEA LAVER, DRIED PRESSED SEAWEED, NOS"
1200,121219,"CARRAGEENAN, NOS"
1214,121400,"ALFALFA PELLETS, DEHYDRATED; NOS"
1214,121401,"HAY, FUMIGATED; NOS"
1214,121402,"CUBED, PELLETIZED STRAW OR STRAW MEAL; NOS"
1214,121403,"STRAW, BALED; NOS"
1214,121404,"HAY, BALED; NOS"
1214,121405,"HAY, NON-FUMIGATED; NOS"
1214,121406,"HAY, TIMOTHY BALED; NOS"
1214,121408,"GRASS, NOS"
1214,121410,"CUBED HAY, NOS"
1300,130000,"LAC, GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS; NOS"
1300,130001,"FLAVORING EXTRACT, NOS"
1300,130002,"GUAR GUM POWDER, NOS"
1300,130006,"CHEWING GUM BASES, NOS:"
1300,130100,"GUM RESIN, NOS"
1300,130101,"SHELLAC, NOS"
1300,130200,"HOPS, NOS"
1300,130201,"HOP PELLETS, FOR BEER; NOS"
1300,130202,"HOP EXTRACT, NOS"
1400,140000,VEGETABLE PLAITING MATERIALS AND VEGETABLE PRODUCTS; NOS
1400,140100,"WOVEN PALM LEAF, NOS"
1400,140101,"BAMBOO, NOS"
1400,140300,"BRUSHES, NOS"
1400,140400,"COTTON LINTERS, NOS"
1500,150003,"ALCOHOL FLAKES, NOS;"
1500,150004,"REFINED GLYCERINES, NOS"
1500,150006,"FATTY ACID, OIL TALL; NOS"
1500,150007,"VEGETABLE OIL, NOS"
1500,150008,"SHORTENING, ANIMAL OR VEGETABLE, NOS"
1500,150009,"CANOLA OIL, NOS"
1500,150013,"BEE PROPOLIS, ROYAL JELLY; NOS"
1500,150014,"EDIBLE OIL,  ISO TANK, NOS"
1500,150400,"FISH OIL, NOS"
1500,150600,"ANIMAL OIL, NOS;"
1500,151100,"PALM OIL, NON-HAZARDOUS, NOS"
1500,151101,"PALM OIL PRODUCTS, NOS"
1500,151200,"SUNFLOWER SEED OIL, NOS"
1500,151310,COCONUT OIL
1500,151500,"CASTOR OIL, IN DRUMS, NOS"
1500,151501,"CORN OIL, NOS"
1500,151700,BUTTER AND MARGARINE; NOS
1500,151800,ANIMAL OR VEGETABLE FAT AND OIL AND THEIR FRACTION (CHEMICALLY MODIFIED)
1500,151901,"FATTY ACIDS, NOS"
1500,151903,"FATTY ACID ESTER, NOS"
1500,152000,"GLYCERINE, NOS"
1500,152002,STEARIC ACID; NOS
1500,152100,"WAX, FOR USE ON FRESH FRUITS AND VEGETABLES, NOS"
1600,160000,"PRODUCTS OF MEATS, OF FISHERIES"
1600,160001,"FROZEN SEAFOOD, NOS"
1600,160003,"MEAT, CANNED, NOS"
1600,160004,BLOOD PLASMA PROTEIN MEAL; NOS
1600,160005,"HOT DOGS, FROZEN, NOS"
1600,160006,"SEAFOOD, DRIED, IN BAGS, NOS"
1600,160007,"SEAFOOD, REFRIGERATED, TEMPERATURE CONTROLLED CARGO, NOS"
1600,160102,"FRANKFURTER, CHICKEN, NOS"
1600,160503,"SURIMI, IMITATION CRAB, FROZEN; NOS"
1700,170000,SUGARS AND CONFECTIONERY; NOS
1700,170001,SUGARS AND CONFECTIONERY; NOS
1700,170002,"CANDY, NOS"
1700,170003,"LICORICE, NOS"
1700,170004,"CANDY, REFRIGERATED, NOS"
1700,170005,CAKE DECORATIONS AND CAKE ICINGS; NOS
1700,170006,"BROWN SUGAR, MOLASSES, NOS"
1700,170007,"SUGAR MESH, NOS"
1700,170008,"CONFECTIONERY, REFRIGERATED; NOS"
1700,170009,"CANDY, OTHER CONFECTIONERY CONTAINING COCOA OR CHOCOLATE;NOS"
1700,170011,"CONFECTIONERY TOYS, NOS"
1700,170012,"SUGAR, NOS"
1700,170201,"MALTO DEXTRINE, NOS"
1700,170202,"SYRUP, NOS"
1700,170203,"FRUCTOSE, NOS"
1700,170204,"LACTOSE, NOS"
1700,170205,"DEXTROSE, NOS"
1700,170206,"CARAMEL FOOD COLORING, NOS"
1700,170400,"CHEWING GUM, NOS"
1700,170401,"CANDY, CONFECTIONERY, OTHER THAN OF COCOA OR CHOCOLATE; NOS"
1700,170402,"MARSHMALLOWS, NOS"
1700,180000,COCOA PREPARATION; NOS
1800,180001,"COCOA, NOS"
1800,180400,"COCOA BUTTER, NOS"
1800,180500,"COCOA POWDER, NOS"
1800,180600,"CHOCOLATE SYRUP, NOS"
1800,180603,"CHOCOLATE, REFRIGERATED, NOS"
1800,180604,"CHOCOLATE LIQUOR, NOS"
1800,190000,"MILK PREP, BAKERY PRODUCTS; NOS"
1900,190001,BAKERY PRODUCTS; NOS
1900,190002,"BREAD BASE MIX, NOS"
1900,190003,"BREAD CRUMBS, NOS"
1900,190004,"BAKERY FOODSTUFF, REFRIGERATED, NOS"
1900,190005,"CHOCOLATES FOR BAKING, REFRIGERATED; NOS"
1900,190007,"FROZEN PIZZA TOPPINGS, NOS"
1900,190008,"BUTTERS, NOS"
1900,190009,"FROZEN BUTTER, NOS"
1900,190100,"DOUGHS, FROZEN, NOS:"
1900,190102,FLOUR MIXES AND PANCAKE FLOUR; NOS
1900,190104,"DESSERT PUDDING, NOS"
1900,190120,"BAKERY INGREDIENTS (MIXES,FILLINGS,TOPPINGS & ICINGS), DOUGHS, CHILLED, NOS"
1900,190190,TOFU PUREE
1900,190200,"NOODLES, NOS"
1900,190201,"BEAN THREAD, VERMICELLI, NOS"
1900,190202,"INSTANT RICE NOODLES, NOS"
1900,190203,"RAMEN, KOREAN NOODLES, NOS"
1900,190204,"PASTA, DRIED, NOS"
1900,190300,"TAPIOCA POWDER, NOS"
1900,190400,"CORN SYRUP, SOLIDS OR LIQUIDS; CORN BASE SOLIDS; DUSTING POWDER; NOS"
1900,190500,"BISCUITS, NOS"
1900,190501,"COOKIES, NOS"
1900,190502,"RICE CRACKERS, NOS"
1900,190504,"CRUSHED GELATIN CAPSULES, NOS"
1900,190506,"WAFER CONE FOR ICE-CREAM, NOS"
1900,190507,CRACKERS; NOS
1900,190508,"BAGEL, FROZEN, NOS"
1900,190509,"BISCUITS, COOKIES, CRACKERS, REFRIGERATED; NOS"
1900,190511,"CHEESE CAKE, ENGLISH MUFFIN;FROZEN,NOS"
1900,190512,"PIZZA, FROZEN, NOS"
1900,190513,"TORTILLAS, FROZEN, NOS"
1900,190514,CORN CHIPS; NOS
1900,190515,"PRETZELS, NOS"
1900,190517,"CHURROS, FROZEN, NOS"
2000,200000,"PRODUCTS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS"
2000,200002,"CANNED VEGETABLES, NOS"
2000,200003,"CANNED FRUIT, NOS"
2000,200004,"JUICE PUREE, NOS"
2000,200005,"PICKLES, NOS"
2000,200007,"PICKLES IN PLASTIC POUCHES, NOS"
2000,200008,"FRUIT JUICE, CANNED, NOS"
2000,200010,"CONCENTRATED FRUIT JUICE, FROZEN, NOS"
2000,200011,"CITRUS EXTRACT, NOS"
2000,200012,"JUICE POWDER, NOS"
2000,200200,"TOMATO PASTE, FROZEN, NOS"
2000,200290,"TOMATO PASTE ETC, NOT PREPARED WITH VINEGAR ETC."
2000,200300,"CANNED BUTTON MUSHROOMS, NOS"
2000,200301,"CANNED MUSHROOMS, NOS"
2000,200400,"FRENCH FRIES, HASH BROWN,FROZEN;NOS"
2000,200500,"CANNED CORN, NOS"
2000,200501,"BABY CORN, CANNED, NOS"
2000,200502,"WATER CHESTNUTS, NOS"
2000,200700,"JELLY, NOS"
2000,200702,"FROZEN JELLY, NOS"
2000,200799,"JAMS, FRUIT JELLIES, PASTES ETC NESOI, NUT PASTES"
2000,200800,"MANGO PULP, NOS"
2000,200801,"PINEAPPLE, CANNED, NOS"
2000,200802,"POPCORN, POPPED, NOS"
2000,200803,"ALMOND SEEDS, NOS"
2000,200804,"PEANUT BUTTER, NOS"
2000,200805,"CHERRIES, BOTTLED OR CANNED, NOS"
2000,200806,"PEACH PUREE, IN DRUMS, NOS"
2000,200807,"FRUIT COCKTAIL, PEACHES, PEARS, CANNED; NOS"
2000,200860,CHERRIES (PROCESSED CHERRIES IN PAILS)
2000,200900,"FROZEN JUICE CONCENTRATE, PINEAPPLE, NOS"
2000,200901,"FRUIT JUICE, REFRIGERATED, NOS"
2000,200902,"JUICE, PRUNE, RAISIN, CONCENTRATE; NOS"
2000,200903,"PRUNE JUICE, FROZEN, NOS"
2000,200904,"PEAR JUICE, CONCENTRATE; NOS"
2000,200905,"JUICE, APRICOT AND PEACH, CHILLED, FROZEN, NOS"
2000,200906,"JUICE, CARROT, CONCENTRATED, FROZEN, NOS"
2000,200908,"JUICE, LEMON, CONCENTRATED, CHILLED AND MARMALADE, NOS"
2000,200909,"FRUIT OR VEGETABLE JUICES, NON-ALCOHOLIC; NOS"
2000,200910,"JUICE, FRUIT, 100% PURE NON-CONCENTRATE, NOS"
2000,200911,"CONCENTRATED JUICE, 100% MADE OF FRUITS AND/OR VEGETABLES, W/OR W/OUT INGREDIENTS AND/OR FLAVORINGS, NOS"
2000,200912,"JUICE, FROZEN OR CHILLED, SINGLE STRENGTH, NOS"
2000,200913,"APPLE JUICE, CONCENTRATE, NOS"
2000,200914,"VEGETABLE JUICE, TOMATO PASTE, FROZEN; NOS"
2000,200915,"STRAWBERRY JUICE CONCENTRATE, FROZEN FRUIT, MIX, NOS"
2000,200916,"GRAPE, STRAWBERRIES, JUICE CONCENTRATE, FROZEN; NOS"
2000,200917,"JUICE, GRAPEFRUIT, ORANGE; NOS"
2000,200918,"CITRUS FRUIT JUICES CONCENTRATED, FROZEN, NOS"
2000,200919,"PINEAPPLE JUICE, POWDERED, NOS"
2000,200920,"TOMATO JUICE, NOS"
2000,200921,"GRAPE JUICE, CONCENTRATE AND GRAPE PUREE; NOS"
2000,200922,"GRAPE OR ORANGE JUICE, CANNED; NOS"
2000,200923,"PROVISION, NOS;"
2000,200924,"FOOD FLAVOR ENHANCER, NOS;"
2000,200925,"CANDY TINS, NOS;"
2000,200926,"PEPPERMINT, NOS"
2000,200928,"BREAD TOAST, NOS;"
2000,200929,"FRESH PUMPKIN, NOS;"
2100,210000,"FOODSTUFFS & PROVISIONS, BOTTLED, CANNED,PACKED GOODS"
2100,210001,"CANNED GOODS, NOS"
2100,210002,"CHINESE PEPPER POWDER, NOS"
2100,210004,"COCONUT PITH, NOS"
2100,210005,"KOREAN YAKURT, NOS"
2100,210006,"COCONUT POWDER, NOS"
2100,210007,"NOODLE SOUP, NOS"
2100,210008,"SOUP BASE, NOS"
2100,210010,"VEGETABLE CHIPS, GREEN PEA; NOS"
2100,210011,"FOODSTUFFS, NOS:"
2100,210012,"SNACK FOODS, NOS"
2100,210013,"DRIED FOODSTUFF, NOS"
2100,210014,"FOODSTUFFS, REFRIGERATED, NOS"
2100,210015,"FOODSTUFF, FROZEN, NOS"
