 REP CMDT, CMDT Code, CMDT - Commodity
7000,700200,"LABORATORY GLASSWARE, NOS"
7000,700400,"STAINED GLASS, NOS"
7000,700500,"FLOAT GLASS, CLEAR, NOS"
7000,700700,"SAFETY GLASS, NOS"
7000,700701,"AUTOMOBILE GLASS, NOS"
7000,700900,"MIRROR, NOS"
7000,701000,"EMPTY GLASS BOTTLES, NOS"
7000,701001,"GLASS JARS, NOS"
7000,701002,"GLASS COFFEE CARAFE, NOS"
8609,701090,"GLASS CONTAINERS & GLASS CLOSURES,SIPHONS FOR CONVEYANCE OF GOODS"
7000,701100,"LIGHT BULBS, FLUORESCENT, NOS"
7000,701101,"LIGHT BULBS PARTS, NOS"
7000,701102,"BULBS, T.V., NOS"
7000,701103,"LIGHTING, FLOURESCENT TUBE, NOS"
7000,701104,"BULB, TUBING W/OR WITHOUT  METAL ATTACHMENTS, NOS"
7000,701105,"KITS AND BULBS, NOS"
7000,701106,"CATERING SUPPLY, NOS;"
7000,701107,"INDUSTRIAL SAFETY EQUIPMENT, NOS;"
7000,701108,"GLASSWARE(INCLUDING BUT NOT LIMITED TO DISHES, STEMWARE, CERAMIC MUGS), NOS;"
7000,701109,"FIBER GLASS ITEMS, NOS;"
7000,701110,GLASS MANUFACTURES
7000,701111,"PORCELAIN, NOS;"
7000,701112,"COSTUME JEWELRY, NOS;"
7000,701113,"HOUSEWARE ITEMS, NOS;"
7000,701114,"LAUNDRY ACCESSORIES, NOS;"
7000,701200,"VACUUM FLASKS, NOS"
7000,701201,"VACUUM BOTTLES, NOS"
7000,701300,"CRYSTAL GLASS; CUPS AND DISHES, NOS"
7000,701301,"GLASSWARE, KITCHEN, NOS"
7000,701303,"AQUARIUM FILTERS, NOS"
7000,701305,"AQUARIUM ARTICLES, NOS:"
7000,701306,"KITCHENWARE, NOS"
7000,701400,"HIGHWAY REFLECTORS, NOS"
7000,701600,"GLASS PANELS, NOS"
7000,701601,"GLASS WINDOW, NOS"
7000,701602,"DECORATIVE GLASS, NOS"
7000,701603,"SOLAR PANELS, NOS"
7000,701605,"ONYX SLABS, TILES; NOS"
7000,701606,"GLASS BLOCKS, NOS"
7000,701607,"FOAM GLASS, NOS"
9010,701700,"MEDICAL INCUBATORS, NOS"
7000,701701,"GLASS CRUCIBLES, QUARTZ, NOS"
7000,701800,"GLASS BEADS, INDUSTRIAL, NOS"
7000,701801,"IMITATION JEWELRY, NOS:"
7000,701803,"ARTIFICIAL JEWEL, NOS"
7000,701805,"GLASS COVER LIDS, NOS"
7000,701807,"THERMOS BOTTLE, NOS;"
7000,701808,"STAINLESS STEEL VACUUMBOTTLE & SPARE PARTS, NOS;"
7000,701809,"WINE ACCESSORIES, NOS;"
7000,701810,"GLASS UNITS AND PARTS, NOS;"
7000,701811,"WINDOW UNITS AND PARTS, NOS;"
7000,701812,"GLASS POWDER, NOS;"
7000,701813,"BEADS, NOS;"
7000,701814,"LIGHTS AND PARTS, NOS;"
7000,701816,"BULLET PROOF DOOR AND WINDOWS, NOS;"
7000,701825,"WINDOWS, NOS;"
7000,701900,"FIBERGLASS, NOS"
7000,701902,"GLASS, FIBER FILTER, NOS"
7000,701903,"FIBERGLASS EXPANSION JOINTS, NOS"
7000,701904,"FIBERGLASS INSULATION, NOS"
7000,701905,"WOVEN FIBERGLASS FABRICS, NOS"
7000,701906,"FIBERGLASS PRODUCTS, NOS:"
7000,701908,"FIBERGLASS, FOR GRATING AND FLOORING, NOS"
7000,701909,"FIBERGLASS MATERIAL, NOS:"
7000,701910,"FIBERGLASS, CHOPPED STRANDS, NOS"
7000,701911,"NON-WOVEN FIBERGLASS, NOS"
7000,701912,"FIBERGLASS BOARD, NOS"
7000,701913,"FASTENER, NOS"
7000,702000,"FLAT GLASS, CLEAR, NOS"
7000,702001,WINE AND CHAMPAGNE GLASS; NOS
7000,702002,"GLASS DOORS, NOS"
7000,702003,"GLASS REFRACTORS, NOS"
7000,702004,"FIBERGLASS GRATING, NOS"
7000,702005,"FIBERGLASS BEAMS, NOS"
7000,702007,"BLENDER JARS, NOS"
7100,710000,"NATURAL OR CULTURED PEARLS, PRECIOUS STONES & METALS; IMITATION JEWELRY;"
7100,710001,"METAL POWDER, NOS"
7100,710002,"SEMI PRECIOUS STONE, NOS"
7100,710500,"JEWELRY INVESTMENT POWDER, NOS"
7100,711200,"METAL WASTE, SOLID, NON-TOXI, NOS"
7112,711201,PRECIOUS METAL SCRAP
7200,720000,IRON AND STEEL
7200,720001,"BARBELLS, CAST IRON, NOS"
7200,720002,"CAST IRON, NOS"
7200,720003,"STEEL GRIT, EXPANDED, NOS"
7200,720004,"CAST IRON BARS, NOS"
7200,720005,"STEEL RODS, NOS"
7200,720006,"STEEL WIRE, NOS"
7200,720007,"CONSTRUCTION STEEL, NOS"
7200,720008,"STAINLESS STEEL SHEETS, NOS"
7200,720009,TIRE CURING BLADDERS AND RELATED ITEMS; NOS
7200,720010,"STEEL MOLDINGS, NOS"
7200,720011,"STEEL FIBER, NOS"
7200,720012,"REINFORCED STRUCTURE STEEL, NOS"
7200,720013,"TITANIUM DRUMS, NOS"
7200,720014,"STEEL COILS, ICE P.E.K. COILS, NOS"
7200,720015,"FERRO ALLOYS, NOS"
7200,720016,"FORGINGS, IRON OR STEEL, NOS"
7200,720017,"IRON OR STEEL PLATE, SHEET OR BEAMS; NOS"
7200,720018,"CORRUGATED STEEL SHEETS, NOS"
7200,720019,"CARBON STEEL PLATE, NOS"
7200,720020,"SPRING COIL, NOS"
7200,720021,"IRON OR STEEL BANDING, STRAPPING, OR STRIP; NOS"
7200,720022,"STEEL WORK ROLLS, NOS"
7200,720100,STEEL GRIT AND SHOT; NOS
7200,720200,"FERROSILICON, NOS"
7200,720201,"MAGNET SCRAP, NOS"
7200,720203,"FERROMOLYBDENUM, NOS"
7200,720204,"FERROVANADIUM, NON-HAZARDOUS, NOS"
7200,720230,FERROSILICON MANGANESE
7200,720400,"IRON STEEL SCRAP, NOS"
7200,720451,ALUMINUM INGOT
7200,720500,"IRON POWDER, NOS"
7200,720502,"STEEL POWDER, NOS"
7200,720800,"HOT COIL, NOS"
7200,720801,"STEEL COILS, NOS"
7200,721000,"PRE-FABRICATED ALUMINUM PANEL, NOS"
7200,721001,"ALUMINUM FORM WORKS AND ACCESSORIES, NOS"
7200,721400,"FORGED STEEL ROLL, HARDENED, NOS"
7200,721800,"STAINLESS STEEL INGOTS, NOS"
7200,721900,"STAINLESS STEEL COILS, SECONDARY, NOS"
7200,722200,"STAINLESS STEEL BARS, NOS"
7200,722201,"ANGLE SUPPORT BARS, NOS"
7200,722400,"BRASS ALLOY INGOTS, NOS"
7200,722800,"BARS AND RACKS, FOR GARMENTS ON HANGERS; NOS"
7300,730000,IRON AND STEEL GOODS
7300,730001,"IRON OR STEEL, PLAIN OR GALVANIZED, STAINLESS STEEL, NOS:"
7300,730002,"CAST IRON PARTS, NOS"
7300,730003,"STEEL STEPS, NOS"
7300,730004,"CAST IRON FOR MACHINERY, NOS"
7300,730005,"CAST IRONWARE, CORNER CASTING, NOS"
7300,730007,"STAINLESS STEEL CAMLOCK FITTINGS, NOS"
7300,730008,"STEEL FLANGES, NOS"
7300,730009,"STAINLESS STEEL HOLLOWWARE, NOS"
7300,730010,"RACKS, STEEL AND STAINLESS STEEL, NOS"
7300,730011,"STEEL SCRUBBER, NOS"
7300,730012,"FENCING MATERIAL, NOS:"
7300,730013,"CAST IRONWARE, NOS"
7300,730014,"CAST IRON GOODS, NOS:"
7300,730015,"TANKS, CYLINDERS, EMPTY; NOS"
7300,730016,"CAST IRON AND STEEL PRODUCTS, NOS:"
7300,730017,"STEEL ACCESS FLOORING, NOS"
7300,730018,"IRON OR STEEL BILLETS, NOS"
7300,730019,"IRON AND STEEL, NOS:"
7300,730020,"STEEL LADDER, STRUCTURE, NOS"
7300,730021,"STAINLESS STEEL CATERING EQUIPMENT, NOS"
7300,730022,"STEEL RACKS, NOS"
7300,730023,"GALVANIZED IRON OR STEEL ARTICLES, NOS"
7300,730024,"SWITCH GEAR, NOS"
7300,730026,"STAINLESS STEEL COOKWARE AND KITCHENWARE, NOS:"
7300,730027,"STEEL PROTECTOR CAPS, NOS"
7300,730028,"IRON AND STEEL BLANKS, NOS;"
7300,730029,"STEEL STORAGE RACKS, NOS"
7300,730030,"STRUCTURAL STEEL, NOS"
7300,730033,"METAL O-RINGS, NOS"
7300,730034,"STEEL BALLS, NOS"
7300,730035,"STEEL TAPE, NOS"
7300,730036,"IRON WARE, NOS"
7300,730038,"STEEL FASTENERS, NOS"
7300,730039,"BOBBINS, EMPTY STEEL, NOS"
7300,730040,"STEEL CAN ENDS, NOS"
7300,730041,"IRON AND STEEL CASTINGS, NOS"
7300,730042,"USED PIPES, NOS"
7300,730043,"STEEL CORNER CASTINGS, NOS"
7300,730044,"STEEL TANK, FOR FOOD PROCESSING, NOS"
7300,730045,"STEEL TOOL BOX, EMPTY, NOS"
7300,730046,"CASTER SWIVEL YOKES, STEEL, NOS"
7300,730047,"STEEL HOG RINGS, NOS"
7300,730048,"STEEL TOE FOR SHOE, NOS"
7300,730049,"CAST IRON AND STEEL PRODUCTS(EXCEPT HOT COIL) , NOS:"
7300,730050,"BEARING, NOS;"
7300,730051,"CRANK SHAFT, NOS;"
7300,730052,"DIE STEEL, NOS;"
7300,730053,"CUTTING CHAMBER, NOS;"
7300,730054,"FERRO BORON, NOS;"
7300,730055,"NOVELTIES, NOS;"
7300,730056,"SHOE BOXES, NOS;"
7300,730057,"FORK, NOS;"
7300,730058,"PAPER CARTON, NOS;"
7300,730059,"STAINLESS STEEL SPONGES, NOS;"
7300,730062,"KEROSENE HEATERS, NOS;"
7300,730063,"STAINLESS STEEL , NOS;"
7300,730064,"CABLE AND WIRES , NOS;"
7300,730065,"IRON AND STEEL DECORATION & ACCESSORIES, NOS;"
7300,730066,"GIFT BASKETS,NOS;"
7300,730067,"RADIATOR HEATER , NOS;"
7300,730068,"WIRE(MANUFACTURING FASTNERS), NOS;"
7300,730069,"WIRE, NOS;"
7300,730070,"STAINLESS STEEL CAST , NOS;"
7300,730072,PAPER FILM NOS;
7300,730073,"MEMO PADS, NOS;"
7300,730074,"ORGANIZER, NOS;"
7300,730075,"DESK SETS, NOS;"
7300,730076,"STATIONARY ORGANIZER, NOS;"
7300,730078,"RING-BOUND PORTFOLIOS, NOS;"
7300,730079,"CALENDAR, NOS;"
7300,730081,"ADVERTISING MATERIAL, NOS;"
7300,730082,"WASHERS , NOS;"
7300,730083,"HAT BOXES, NOS;"
7300,730084,"SCREWS , NOS;"
7300,730085,"METAL RAW MATERIALS , NOS;"
7300,730086,"STEP LADDER , NOS;"
7300,730087,"PIPE , NOS;"
7300,730088,"MECHANICAL PENS, REFILLS AND PARTS, NOS;"
7300,730089,"CONNECTING CABLES , NOS;"
7300,730091,"ABRASIVE PAPER, NOS;"
7300,730092,"SENSITIZED PLATE MATERIAL, NOS;"
7300,730093,"GEAR REDUCER, NOS;"
7300,730094,"RANGE HOOD, NOS;"
7300,730095,"STEEL BARS, NOS;"
7300,730096,"CATHODE BLOCK, NOS;"
7300,730099,"SPARE BOXES, NOS;"
7300,730100,"STEEL PANELS, NOS"
7300,730101,"STEEL CROSSBEAMS, RACKS, SHELVES, FOR WAREHOUSE USE; NOS"
7300,730102,"PAPER PRODUCTS,NOS"
7300,730103,"PAPER POUCH,NOS"
7300,730104,"DIAPERS,NOS"
7300,730105,"DIAPERS PRODUCTS,NOS"
7300,730106,"CONEPAPER,NOS"
7300,730107,"PRINTING GOODS,NOS;"
7300,730108,"SCHOOL SUPPLIES, NOS ;"
7300,730109,"PAPER FACE MASKS, NOS;"
7300,730110,"STEEL RING, NOS;"
7300,730112,"STEEL WIRE SHELVING, NOS;"
7300,730113,"POT HOLDERS, NOS;"
7300,730114,"ELECTRICAL STEEL SHEET IN COIL, NOS;"
7300,730115,"COLD HEADING QUALITY STEEL WIRE, NOS;"
7300,730116,"KETTLE, NOS;"
7300,730117,"STEEL PALLET, NOS;"
7300,730118,"RETAINER, NOS;"
7300,730119,"STEEL WIRE RODS, NOS;"
7300,730120,"FASTNER, NOS;"
7300,730122,"STEEL PARTS FOR STADIUM SEATING, NOS;"
7300,730200,"STEEL RAILROAD WHEELS, NOS"
7300,730201,"STEEL RAILS, NOS"
7300,730203,"STEEL PLATES, NOS"
7300,730204,"TIN PLATE, NOS"
7300,730300,"STEEL PIPE, NOS"
7300,730301,"STEEL CAST, NOS"
7300,730302,STRUCTURAL STEELS AND TUBES; NOS
7300,730303,"CAST IRON PIPE, NOS"
7300,730402,"STAINLESS STEEL TUBING, OR WIRE BRAIDS, NOS;"
7300,730403,"ALLOY PIPES, NOS"
7300,730404,"OIL WELL DRILL PIPE, CASING, TUBING PIPE; NOS"
7300,730700,"FITTINGS, CAST IRON, NOS"
7300,730701,"STEEL FITTINGS, NOS"
7300,730702,"CAST IRON FLANGES, NOS"
7300,730703,"FORGED CARBON STEEL FLANGES, NOS"
7300,730704,"STEEL COUPLINGS, NOS"
7300,730705,"COUPLINGS, PARTS, SHAFT; NOS"
7300,730801,"BILLBOARD, STRUCTURES, NOS"
7300,730802,"DOG CAGE, NOS"
7300,730803,"STEEL DOORS, NOS"
7300,730805,"STEEL TOWER FOR BUNGEE JUMP, NOS"
7300,730806,"AERIAL LADDER, NOS"
7300,730808,"STEEL HOUSING, KD, NOS"
7300,730809,"EMPTY STEEL SHELTER CONTAINER, NOS"
7300,730830,"DOORS, WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, OF IRON OR STEEL"
7300,730840,SCAFFOLD & SCAFFOLDING
7300,730841,SCAFFOLD AND ACCESSORIES – ALUMINUM
7300,730900,"FUEL TANKS, EMPTY, NOS"
7300,730901,"CRYOGENIC TANKS, NOS"
7300,730902,"STEEL TANKS, EMPTY, NOS"
7300,730904,"EMPTY STEEL WATER TANKS, NOS"
7300,730905,"OIL TANKS, NOS"
7300,731000,"DRUMS, EMPTY, NOS"
7300,731001,"STEEL BOXES, NOS"
7300,731002,"EXPANSION TANK, NOS"
7300,731003,"INDUSTRIAL STORAGE CANS, NOS"
7300,731100,"STEEL CYLINDERS, NOS"
7300,731101,"USED EMPTY STEEL CYLINDER, TOXIC"
7300,731200,"STEEL CORD, NOS"
7300,731201,"WIRE CABLE, NOS"
7300,731202,"WIRE ROPE, NOS"
7300,731203,"CABLE AND WIRE, FOR RAILROAD; NOS"
7300,731204,"COIL, NOS"
7300,731205,"TELEPHONE STEEL CHANNEL CABLE, NOS"
7300,731300,"FENCING, IRON OR STEEL, NOS"
7300,731400,"WIRE MESH, WELDED STEEL, NOS"
7300,731500,"ANCHOR CHAIN, NOS"
7300,731501,"CHAINS, NOS"
7300,731502,"INDUSTRIAL CHAINS, NOS"
7300,731700,"NAILS, NOS"
7300,731800,"ANCHOR BOLTS, NOS"
7300,731802,"CAST IRON BOLTS OR NUTS, NOS"
7300,731803,STEEL SIDINGS AND SCREWS; NOS
7300,731804,"IRON OR STEEL WASHERS, NOS"
7300,732000,"BURNERS FOR STOVES, NOS"
7300,732100,"STOVES AND HEATERS, NOS"
7300,732101,"JUICE EXTRACTORS, NOS;"
7300,732102,"CAST IRON WARE, NOS:"
7300,732104,"RICE COOKER, NOS"
7300,732105,"FIREPLACE EQUIPMENT, NOS"
7300,732107,"BURNERS, HEATERS; NOS"
7300,732109,ALUMINUM PATIO HEATER
7300,732189,"ELECTRIC FIRE BOX, NOS"
7300,732200,"HEATING AND VENTILATING DUCTS, PARTS AND DOORS; NOS"
7300,732201,"AIR BLOWERS, NOS"
7300,732202,"FLEXIBLE AIR DUCTS, NOS"
7300,732303,"STAINLESS STEEL KITCHENWARE, NOS"
7300,732304,"STAINLESS STEEL FOOTSTOOL, NOS"
7300,732305,"COOKWARE, NOS:"
7300,732400,"STAINLESS STEEL SINKS, NOS"
7300,732600,"IRON AND STEEL LIFT ARM PINS, NOS"
7300,732601,"CAGE, IRON, NOS"
7300,732602,"FILE HOLDER, STEEL, NOS"
7300,732603,"IRON OR STEEL VALVES, NOS"
7300,732604,"STEELWARE, NOS"
7300,732690,VALVES AND ACCESSORIES
7400,740000,"COPPER AND BRASSWARE, NOS"
7400,740001,"BRASSWARE, NOS"
7400,740002,"BRASS ARTWARE, NOS"
7400,740003,"BRONZE, NOS:"
7400,740006,COPPER AND COPPER ARTICLES; NOS
7400,740007,"BRONZE INGOTS, NOS"
7400,740008,"BRASS BALL VALVES, NOS"
7400,740009,"COPPER COIL SHEET, NOS"
7400,740010,"COPPER ALLOY, NOS"
7400,740013,"COPPER WIRE, NOS"
7400,740014,"COPPER WIRE, USED, NOS"
7400,740015,"COPPER TAPE, NOS"
7400,740016,"BRONZEWARE, NOS"
7400,740101,"COPPER CLAD LAMINATED, NOS;"
7400,740300,"COPPER CATHODES OR ANODES, NOS"
7400,740301,"BRASS SCRAP, NOS"
7400,740302,"COPPER SCRAP, NOS"
7400,740401,"COPPER CLAD LAMINATES, NOS"
7400,740402,"ALLOY SHEETS, NOS"
7400,740700,"BRASS ROD, NOS"
7400,740702,"COPPER RODS, NOS"
7400,740704,"BRASS BARS, NOS"
7400,740800,"BRASS WIRE, NOS"
7400,741000,"COPPER FOIL, NOS"
7400,741001,"FOIL, WHETHER OR NOT BACKED OF COPPER, BRASS OR BRONZE, NOS"
7400,741100,"COPPER TUBES, NOS"
7400,741200,"COPPER PIPE OR TUBE FITTINGS, NOS"
7400,741300,"COPPER CABLE OR WIRE, NOS"
7400,741500,"DRY WALL SCREWS, NOS"
7500,750000,"NICKEL ARTICLES, NOS"
7500,750400,"NICKEL POWDER, NOS"
7600,760000,"ALUMINUM GOODS, NOS"
7600,760001,"DIE CASTINGS, ALUMINUM, NOS"
7600,760002,"ALUMINUM WALL PANEL PARTS, NOS"
7600,760003,ALUMINUM ARTICLES AND ALUMINUMWARE; NOS
7600,760004,"ALUMINUM DOORS, NOS"
7600,760005,"ALUMINUM ALLOYS, NOS"
7600,760006,"ALUMINUM SHEET, NOS"
7600,760007,"ALUMINUM FRAME, NOS"
7600,760008,"TENT POLE, NOS"
7600,760009,"STAINLESS STEEL ALUMINUM PANELS, NOS"
7600,760010,"ALUMINUM SCREEN, NOS"
7600,760011,"ALUMINUM STAND, FOR MUSICAL INSTRUMENT, NOS"
7600,760012,"CONTAINER, ALUMINUM, COLLAPSIBLE, NOS"
7600,760013,"ALUMINUM BRICKS, NOS"
7600,760014,"ALUMINUM AEROSOL TOP, NOS"
7600,760015,BASIC SHAPES AND FORMS OF ALUMINUM; NOS
7600,760016,"ALUMINUM SHELTERS, NOS"
7600,760017,"ALUMINUM CAPS, NOS"
7600,760018,"CABINETS, ALUMINUM, NOS"
7600,760019,"ALUMINUM BINS, TALC, NUTS AND BOLTS; NOS"
7600,760300,"ALUMINUM OR ALUMINUM ALLOY SCRAP, NOS"
7600,760301,ALUMINUM FLAKE AND POWDERS; NOS
7600,760400,"ALUMINUM PROFILES, NOS"
7600,760401,"ALUMINUM TENT POLES, NOS"
7600,760500,"ALUMINUM WIRE, NOS"
7600,760501,"ALUMINUM WIRE MESH, NOS"
7600,760600,"ALUMINUM COIL, SHEETS AND/OR PLATES; NOS"
7600,760700,"ALUMINUM FOIL TAPE, NOS"
7600,760800,"ALUMINUM TUBING, NOS"
7600,760801,"ALUMINUM CONDUITS, NOS"
7600,760802,"ALUMINUM PIPE, NOS"
7600,761000,"ALUMINUM WORK PLATFORMS, NOS"
7600,761003,"OVERHEAD GARAGE DOORS, NOS:"
7600,761004,"ALUMINUM SCAFFOLDING, NOS"
7600,761005,"ALUMINUM PIPES FOR AUTO AIR CONDITIONING, NOS"
7600,761006,"ALUMINUM STAIRWAY, NOS"
7600,761010,"DOORS, WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, OF ALUMINIUM"
7600,761200,"EMPTY BEER KEGS, NOS"
7600,761203,"ALUMINUM OR TIN CANS, NOS"
7600,761204,"ALUMINUM, EMPTY CANS, NOS"
7600,761205,"ALUMINUM OR TIN CAN ENDS, NOS"
7600,761207,"EMPTY CANS, NOS"
7600,761500,"DOMESTIC UTENSILS, ALUMINUM, NOS"
7600,761501,"KITCHENWARE, ALUMINUM, NOS"
7600,761502,"ALUMINUM COOKWARE, NOS"
7600,761600,"ROOFING NAILS, NOS"
7600,761601,"ALUMINUM PALLETS, NOS"
7600,761603,"ALUMINUM MOLD, NOS"
7600,761604,"ALUMINUM, FABRICATED PANELS, NOS"
7600,761605,"ALUMINUM EXTRUSTION PLATES, SHEETS, CIRCLES, DISC; NOS"
7600,761606,"ALUMINUM CYLINDER, EMPTY, NOS"
7600,761608,"KNIFE, NOS;"
7600,761609,"COPPER REFINERY BILLET, NOS;"
7600,761610,"ALUMINUM FOIL, NOS;"
7600,761611,"MIRROR FRAME, NOS;"
7600,761614,"ACRYLIC SHEET, NOS;"
7600,761615,"STEEL TUBE, NOS;"
7600,761616,"STRENGTHENING GLASS FRAME, NOS."
7600,761617,"COPPER STRIP, NOS;"
7600,761619,"STAINLESS STEEL TUMBLERS, NOS;"
7600,761620,"TRANSFER FOIL, NOS;"
7600,761621,"HOT STAMPING FOIL, NOS;"
7600,761622,"COPPER FINE, NOS;"
7600,761624,ALUMINUM BICARBONATE(NON HAZARDOUS)
7800,780000,"LEAD ARTICLES, NOS"
7800,780001,"LEAD INGOTS, NOS"
7900,790000,"ZINC ARTICLES, NOS"
8000,800000,"TIN ARTICLES, NOS"
8000,800001,"TIN TRAY, NOS"
8000,800002,"TINS, NOS"
8100,810000,OTHER RAW METALS; CERMETS; NOS
8100,810001,"METAL SCRAP, NOS"
8100,810002,"BASE METALS, N.S.P.F. AND ARTICLES THEREOF, NOS:"
8100,810100,"TUNGSTEN METAL POWDER, NOS"
8100,810101,"METAL PLATES, NOS"
8100,810102,"FERRO CHROME, NOS;"
8100,810104,"STRONTIUM FERRITE, NON-HAZARDOUS NOS;"
8100,810105,"FERRITE CORES, NOS;"
8100,810200,"SHEET METAL ARCHES, NOS"
8100,810400,"MAGNESIUM SCRAP, NOS"
8100,810800,"TITANIUM SCRAP, NOS"
8100,810801,"TITANIUM AND TITANIUM ALLOYS, BASIC SHAPES AND FORMS; NOS"
8100,810900,"ZIRCONIUM ARTICLES, NOS"
8100,810901,"ZIRCONIUM TUBE, NOS"
8100,811101,"MANGANESE CHROME, NOS"
8609,811201,"TIN CONTAINERS/VASES, NOS"
8100,811202,"MAGNECIUM INGOT, NOS;"
8200,820000,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS, FORKS OF BASE METAL; NOS"
8200,820001,"COOKING WOK, NOS"
8200,820002,"WATER WANDS, NOS"
8200,820003,"TOOLS, HAND, UNPOWERED, FOR INDUSTRIAL USE, NOS;"
8200,820004,"CHIP MOUNTER, NOS"
8200,820005,"ELECTRIC TOOLS AND PARTS, NOS"
8200,820006,"STEEL STAMPINGS, NOS"
8200,820007,GARDEN AND LAWN HARDWARE; NOS
8200,820008,"BARBECUE SETS, NOS"
8200,820009,"OIL WELL EQUIPMENT, NOS:"
8200,820010,"METAL WORKING CLEANING TOOLS, NOS"
8200,820011,"MASTER TOOLS, FOR AIRCRAFT PRODUCTION, NOS"
8200,820012,"WOODWORKING HAND TOOLS, NOS"
8200,820014,"DEFECTIVE TOOLS, NOS"
8200,820015,"GARDEN EQUIPMENT AND PARTS, NOS"
8200,820016,"TOOLS, NOS"
8200,820018,"AGRICULTURAL EQUIPMENT AND PARTS, NOS;"
8200,820019,"HAND TOOLS, NOS;"
8200,820020,"LAWN & GARDEN ACCESSORIES(INCLUDING URNS), NOS;"
8200,820021,"DRILL CHUCK, NOS;"
8200,820022,"BRUSH CUTTER, NOS;"
8200,820023,"SAWS, NOS;"
8200,820024,"GARDEN SUPPLY, NOS;"
8200,820025,"PROPANE AUTOMATIC REGULATORS, NOS;"
8200,820050,"BARBECUE SETS AND ACCESSORIES, NOS"
8200,820100,"RAKES, NOS"
8200,820101,HOOKS FOR HAY; NOS
8200,820200,"SAW BLADES, NOS"
8200,820201,"CHAINS, FOR CHAIN SAWS, NOS"
8200,820202,"ELECTRIC CHAIN SAW PARTS, NOS"
8200,820400,"WRENCHES, NOS"
8200,820500,"HAMMERS, NOS"
8200,820501,"TORCH, NOS"
8200,820700,"POWER TOOLS, NOS"
8200,820701,"PRESS MACHINE, NOS"
8200,820801,"FOOD PROCESSING MACHINERY, NOS"
8200,820802,"FOOD WARMER MACHINE, COMMERCIAL, NOS"
8200,820803,"MILK BLENDERS, NOS"
8200,820804,"AGRICULTURAL IMPLEMENTS, LIVESTOCK HOUSING, NOS"
8200,820805,"AGRICULTURAL AND HORTICULTURAL MACHINES, NOS"
8200,820806,"AGRICULTURAL MACHINERY AND PARTS, NOS"
8200,820807,"AGRICULTURAL IMPLEMENTS, NOS:"
8200,821100,"CUTLERY SETS, NOS"
8200,821101,"TILE CUTTING TOOLS, NOS"
8200,821200,"DISPOSABLE RAZORS, NOS"
8200,821300,"SCISSORS, NOS"
8200,821400,"BLADES, NOS"
8200,821401,"MANICURE SETS, PEDICURE SETS, NOS"
8200,821402,"PENCIL SHARPENERS, BATTERY OPERATED, NOS"
8300,830000,OTHER METAL-MADE ARTICLES;
8300,830001,"DANGEROUS AND HAZARDOUS EMPTY LIQUID HELIUM CYLINDERS, NOS"
8300,830002,"WATER FAUCETS, NOS"
8300,830004,"METAL ARTICLES, NOS"
8300,830006,"RODS, FAN'S SAFE, NOS"
8300,830007,"METAL HARDWARE OR DISPLAY FIXTURES, KD, NOS"
8300,830008,"METAL CASES, NOS"
8300,830010,"SCREW JACK, NOS"
8300,830011,"METAL TUBING, NOS"
8300,830012,"TRELLIS, WINDOW BARS, NOS"
8300,830013,"METAL CASE CUPS, NOS"
8300,830014,"BLACKPLATE, NOS;"
8300,830015,"ENGINEERING GOODS, NOS:"
8300,830016,"BRACKETS, LINKS, NOS"
8300,830017,"BASE CLOTH, NOS"
8300,830019,"MUSIC STANDS, NOS"
8300,830020,"METAL CLOSURE, NOS"
8300,830021,"METAL PLATFORMS, NOS"
8300,830022,METAL PRODUCTS INCLUDING METAL BOX
8300,830023,"METALWARE, NOS"
8300,830100,"DOOR LOCK SET, NOS"
8300,830101,"LOCKS, NOS"
8300,830102,"LOCK SETS, NOS"
8300,830103,LOCK BOXES AND COMPONENTS
8300,830200,"HINGES, NOS"
8300,830201,"WIRE HARNESS, NOS"
8300,830202,"BURIAL CASKETS, NOS"
8300,830203,"STEEL BRACKETS, FOR SHELVES, NOS"
8300,830204,"HARDWARE, NOS: TRAILER DOOR HARDWARE, NOS"
8300,830205,"AUTOMATIC DOORS, NOS"
8300,830206,"WIRE FOR BOX SPRINGS, NOS"
8300,830260,"AUTOMATIC DOOR CLOSERS, AND PARTS THEREOF , OF BASE METAL"
8300,830300,"SAFE DEPOSIT BOXES, STRONGBOXES, AND VAULTS; NOS"
8300,830400,"TELEVISION RACKS AND STANDS, NOS"
8300,830501,"RING BINDERS, NOS"
8300,830600,"DOOR CHIMES, NOS"
8300,830700,"IRON SHELVING, NOS"
8300,830900,"METAL LIDS, NOS"
8300,831101,METAL RODS AND TUBINGS; NOS
8300,831103,"HARDWARE, NOS"
8300,831104,"SHAVING RAZOR, NOS"
8300,831105,"METAL FRAME, NOS"
8300,831106,"BUILDING MATERIALS, NOS"
8300,831107,"METAL PARTS, NOS;"
8300,831108,"WIRE BASKET, NOS"
8400,840000,"MACHINERY AND EQUIPMENTS, NUCLEAR REACTORS, BOILERS"
8400,840001,"SCIENTIFIC MARINE EQUIPMENT, NOS"
8400,840002,"POWER DEVICE CARTRIDGES HAZARDOUS, NOS"
8400,840003,"FOIL STAMPING MACHINERY, NOS"
8400,840005,"CAULKING MACHINERY, NOS"
