,hs6,naics
16270,847890,333249
16272,847910,333120
16275,847920,333241
16276,847930,333243
16277,847940,333519
16278,847950,333999
16279,847960,333415
16280,847971,332312
16281,847979,332312
16282,847981,333519
16283,847982,333999
16285,847989,333415
16286,847989,335210
16287,847989,335228
16291,847989,333132
16292,847989,333318
16293,847989,333995
16302,847990,333415
16303,847990,335228
16308,910102,311942
16309,847990,333999
16310,847990,333120
16311,847990,333243
16312,847990,333519
16314,848010,333249
16315,848030,332999
16316,848041,333511
16317,848049,333511
16318,848050,333511
16320,848060,333511
16322,848071,333511
16328,848110,332912
16331,848110,332911
16336,848130,332911
16341,848140,332911
16342,848180,332913
16346,848180,332911
16349,910104,311942
16352,848180,332919
16365,848180,333912
16379,848190,332911
16382,848190,332912
16387,848210,332991
16404,848220,332991
16413,848320,332991
16416,848230,332991
16418,848240,332991
16419,848250,332991
16420,848280,332991
16424,848291,332991
16431,848299,332991
16446,848310,336310
16451,848310,333613
16455,848330,332991
16459,848330,336310
16463,848340,335312
16464,848340,333612
16469,848340,332722
16471,848350,332510
16472,848350,336310
16473,848350,333613
16475,848360,333613
16478,848390,333613
16480,848390,332991
16482,848390,333612
16487,850490,335311
16488,848410,339991
16489,848420,339991
16490,848490,339991
16491,848610,333242
16492,848620,333242
16493,848630,333242
16494,848640,333242
16497,848690,333242
16498,848710,331529
16499,848710,332999
16500,848790,339991
16501,848790,333999
16502,850110,335312
16511,850120,335312
16515,850131,335312
16520,850132,335312
16526,850133,335312
16532,850134,335312
16534,850519,327110
16535,850140,333612
16536,850140,335312
16543,850151,333612
16544,850151,335312
16552,850152,335312
16555,850153,335312
16560,850161,335312
16561,850162,335312
16562,850163,335312
16563,850164,333611
16564,850164,335312
16568,850211,335312
16569,850212,335312
16570,850213,335312
16572,850220,335312
16576,850231,333611
16577,850239,333611
16578,850240,335312
16579,850300,335312
16590,850410,335311
16591,850421,335311
16595,850422,335311
16597,850423,335311
16600,850431,334416
16605,850432,334416
16606,850433,335311
16608,850434,335311
16609,850440,335314
16610,850440,335999
16619,850440,334419
16627,850450,334416
16629,850490,334413
16630,850490,334418
16632,850490,335999
16644,850511,332999
16651,850520,335314
16652,850590,335999
16654,850590,334510
16657,850610,335912
16658,850630,335912
16660,850640,335912
16662,850650,335912
16663,850660,335912
16664,850680,335912
16665,850690,335912
16666,850710,335911
16669,850720,335911
16674,850730,335911
16677,850740,335911
16679,850750,335911
16680,850760,335911
16682,850780,335911
16685,850811,335210
16686,850819,335210
16687,850860,335210
16688,850870,335210
16691,850980,335210
16692,850980,335228
16699,850990,335210
16703,851010,335210
16704,851020,333111
16705,851020,335210
16706,851030,335210
16707,851090,335210
16709,851090,333111
16712,851110,336320
16713,851120,336320
16714,851130,336320
16716,851140,336320
16717,851150,336320
16718,851180,336320
16721,851190,336320
16725,851210,336320
16727,851981,334310
16728,851220,336320
16732,851230,334290
16733,851230,334511
16734,851230,335999
16735,851240,336320
16737,851290,336320
16742,851310,335129
16744,851390,335129
16746,851410,333994
16747,851420,333318
16748,851420,333994
16750,851430,333994
16753,851440,333994
16754,851490,333318
16755,851490,333994
16756,851511,332216
16757,851519,333992
16758,851521,333992
16759,851529,333992
16760,851531,333992
16761,851539,333992
16764,851580,335999
16766,851580,333912
16767,851590,333992
16769,851610,335228
16772,851621,335210
16773,851629,335210
16776,851631,335210
16777,851632,335210
16780,851633,333318
16781,851640,335210
16783,851650,335221
16786,851660,335221
16792,851660,335210
16793,851671,335210
16797,851672,335210
16798,851679,335210
16799,851680,334416
16801,851690,335210
16802,851690,333318
16804,851690,335221
16805,851690,334418
16808,852329,334614
16815,851711,334210
16816,851712,334220
16817,852713,334310
16820,851718,334210
16823,851761,334210
16824,851762,334418
16825,851762,334220
16826,851769,334220
16827,851770,334220
16828,851810,334220
16829,851810,334310
16831,851821,334310
16832,851822,334310
16833,851829,334310
16835,851830,334210
16836,851830,334310
16837,851840,334210
16838,851840,334310
16839,851850,334310
16840,851890,334220
16841,851890,334418
16842,851890,334210
16846,851890,334310
16847,851920,334310
16854,851989,334310
16857,852110,334310
16860,271000,324110
16861,852190,334310
16862,852210,334310
16863,852290,334310
16864,852290,334418
16868,852290,334419
16869,852290,334210
16877,852321,334614
16878,852329,334613
16889,852341,334613
16890,852349,334614
16895,852351,334613
16896,852352,334413
16898,852359,334613
16899,852380,334614
16901,852550,334220
16907,852560,334220
16913,852580,334220
16917,852580,334310
16921,852610,334511
16923,852691,334511
16925,852692,334511
16927,852712,334310
16933,852719,334310
16936,852721,334310
16943,852729,334310
16945,852791,334220
16950,852792,334220
16952,852799,334290
16953,852799,334220
16955,852841,334118
16956,852849,334310
16971,852851,334118
16972,852859,334310
16987,852861,334118
17000,852871,334310
17001,852871,334220
17005,852872,334310
17020,852990,334418
17036,852873,334310
17037,852910,334220
17061,852990,334511
17064,852990,334310
17072,852990,334220
17076,852990,334419
17077,852990,333314
17083,852990,334416
17092,853010,334290
17093,940381,337125
17094,853080,334290
17095,853090,334290
17098,853120,334513
17100,853180,334513
17102,853180,334290
17104,853180,335999
17111,853190,335999
17112,853190,334418
17117,853210,334416
17118,853221,334416
17122,853222,334416
17126,853223,334416
17129,853224,334416
17133,853225,334416
17143,853229,334416
17145,853230,334416
17147,853290,334416
17148,853310,334416
17153,853321,334416
17162,853329,334416
17164,853331,334416
17165,853339,335931
17166,853339,334416
17167,853340,334416
17168,853340,335314
17173,853390,334416
17175,853400,334412
17182,853510,335313
17184,853521,335313
17185,853529,335313
17187,853530,335313
17189,853540,335931
17190,853590,335314
17191,853590,335931
17192,282739,325188
17193,853590,334417
17194,853590,335313
17195,853610,335313
17197,853620,335313
17199,853630,335314
17200,853630,335931
17201,853641,336320
17202,853641,335314
17207,853649,335314
17212,853650,335314
17213,853650,335931
17216,870790,333111
17226,853661,335931
17227,853669,334417
17232,853669,335931
17233,853670,334417
17234,853690,335931
17236,853690,335313
17237,853690,335932
17242,853710,335313
17244,853710,335314
17253,871500,339930
17257,853720,335313
17259,853810,335313
17260,853890,335314
17261,853890,334418
17263,853890,335313
17266,853890,335931
17273,853910,336320
17277,853921,335110
17281,853922,335110
17292,853931,335110
17296,853932,335110
17299,853939,335110
17302,853941,335110
17303,853949,335110
17305,853990,335110
17306,854011,334419
17315,854411,331420
17318,854012,334419
17323,854020,334419
17326,854040,334419
17328,854060,334419
17331,854071,334419
17333,283429,325188
17334,854079,334419
17336,854081,334419
17337,854089,334419
17341,854091,334419
17344,854099,334419
17346,854110,334413
17351,854121,334413
17354,854129,334413
17356,854419,331318
17358,854130,334413
17360,854140,334413
17369,854150,334413
17371,854160,334419
17377,854190,334413
17378,854231,334413
17379,854232,334413
17388,854233,334413
17389,854239,334413
17390,854290,334413
17391,854310,335999
17392,854320,334515
17393,854330,333249
17396,854370,333999
17397,854370,334511
17400,870190,333120
17401,854370,334210
17402,854370,335129
17403,854370,335999
17404,854370,334510
17412,854370,339992
17413,854370,339999
17422,854390,333242
17425,854390,334418
17426,854390,334511
17430,854390,335999
17431,854390,339999
17436,854420,335929
17437,854430,336320
17438,854442,335929
17440,854442,335999
17442,854449,335929
17447,854460,335929
17450,854470,335921
17451,854511,335991
17454,854519,335991
17456,854520,335991
17457,854590,335991
17459,854610,327212
17460,854620,327110
17463,854690,326199
17464,854710,327110
17466,854720,326199
17467,854790,327212
17468,854790,335932
17471,854810,910000
17478,854890,335999
17479,860110,336510
17480,860120,336510
17481,860210,336510
17482,860290,336510
17483,860310,336510
17485,860390,336510
17486,860400,336510
17487,860500,336510
17488,860610,336510
17489,860630,336510
17490,860691,336510
17491,860692,336510
17492,860699,336510
17494,860711,336510
17495,860712,336510
17496,860719,336510
17504,860721,336510
17506,860729,336510
17508,860730,336510
17510,860791,336510
17511,860799,336510
17513,870600,336211
17514,860800,334290
17515,860900,332420
17516,870110,333111
17517,870120,336120
17519,870120,930000
17520,870130,333120
17525,870130,930000
17533,870190,333111
17545,870190,930000
17547,870210,336120
17549,870290,336120
17551,870310,336999
17554,870321,336999
17556,870321,336111
17557,870322,336111
17558,870323,336213
17559,870323,336111
17580,870323,930000
17581,870410,333120
17582,870324,336112
17583,870324,336213
17584,870324,336111
17597,870324,930000
17598,870331,336111
17599,870332,336111
17600,870332,930000
17601,870333,336112
17602,870333,336213
17603,903289,334513
17604,870333,336111
17605,870333,930000
17606,870390,336111
17612,870421,336112
17613,870422,336120
17621,870423,333120
17622,870431,336112
17624,870432,336120
17629,870490,336120
17630,870510,333924
17632,870520,333132
17633,870530,336120
17634,870540,336120
17635,870590,336120
17636,870600,336112
17637,870600,336120
17639,870600,336111
17642,870600,333111
17643,870600,333120
17644,870710,336211
17645,870710,336111
17647,870790,336211
17651,870790,333120
17652,870810,336370
17653,870810,336390
17656,870821,336360
17657,870829,336390
17658,870829,336370
17661,870829,336214
17663,870830,333111
17665,870830,336340
17669,870840,336330
17671,870840,333111
17674,870880,336330
17675,870840,333120
17677,870840,332111
17679,870850,333111
17681,870850,333120
17683,870850,336350
17695,870850,331511
17698,870870,333111
17700,870870,333120
17702,870870,336390
17706,870870,336360
17708,870880,333111
17713,870880,333120
17716,870891,333111
17717,870891,336390
17719,870891,333120
17723,870892,333111
17725,870892,336390
17727,870892,333120
17730,870893,333111
17732,870893,336350
17734,870894,333111
17735,870894,336330
17737,870894,333120
17741,870895,336390
17742,870895,333111
17743,870895,333120
17745,870899,333111
17749,870899,333120
17754,870899,336390
17756,870899,336350
17759,871610,336214
17762,870899,336340
17764,870899,336214
17767,870911,333924
17769,870919,333924
17771,870990,333924
17774,871000,336992
17777,871110,336991
17778,871120,336991
17781,871130,336991
17784,871140,336991
17785,900220,333314
17788,871150,336991
17790,871190,336991
17791,871200,336991
17799,871310,339113
17800,871390,339113
17802,871410,336991
17805,871420,339113
17806,871491,336991
17810,871492,336991
17812,871493,336991
17819,871494,336991
17824,901060,333316
17826,871495,336991
17827,871496,336991
17830,871499,336991
17835,871610,321991
17836,871620,336212
17837,871631,336212
17838,871639,336212
17840,871639,336214
17844,871640,336212
17845,871680,333111
17846,871680,333924
17847,871680,336390
17848,871680,336999
17849,871690,333111
17852,871690,332510
17853,871690,336214
17854,871690,336390
17860,880100,336411
17863,880211,336411
17869,880212,336411
17873,880220,336411
17874,901510,334519
17882,880230,336411
17890,880240,336411
17898,880260,334220
17900,880260,336414
17902,880310,336413
17905,880320,336413
17909,880330,336413
17912,880390,334220
17913,880390,336413
17915,880390,336419
17916,880400,314999
17917,880510,336413
17918,880521,333318
17919,880529,333318
17920,890110,336611
17921,890130,336611
17922,890190,336611
17923,890200,336611
17924,890310,336612
17925,890310,326299
17927,890391,336612
17933,890392,336612
17940,890399,336612
17947,890399,336611
17948,890510,336611
17949,890520,336611
17950,890590,336611
17952,890610,336611
17953,890690,336611
17955,890710,326299
17956,890790,332313
17957,890790,332420
17958,890790,336611
17959,890800,910000
17960,900110,327215
17965,900120,339114
17966,900130,339115
17967,900140,339115
17968,900150,339115
17969,900190,333314
17972,900190,333316
17974,900211,333314
17978,900219,333314
17980,900290,333316
17983,900311,339115
17984,900319,339115
17985,900390,339115
17986,900490,339115
17987,900510,333314
17990,900580,333314
17993,900590,333314
17995,900610,333316
17996,900630,333316
17997,900640,333316
18000,900651,333316
18003,900652,333316
18012,900653,333316
18019,900661,333316
18022,900669,335110
18023,900669,333316
18024,900691,333316
18025,900699,333316
18026,900710,333316
18027,900720,333316
18032,900791,333316
18034,900792,333316
18035,900850,333316
18040,900890,333316
18042,901010,333316
18043,901050,333316
18049,901090,333316
18054,901110,333314
18056,901120,333314
18057,901520,334519
18059,901180,333314
18060,901190,333314
18061,901210,334516
18062,901290,334516
18063,901310,333314
18068,901320,335999
18069,901380,333314
18070,901380,332510
18073,901390,333314
18078,901410,334511
18083,901420,334511
18088,901480,334511
18092,901490,334511
18098,901530,334519
18100,901540,334519
18102,901580,334519
18106,901590,334519
18113,901600,333997
18116,901710,334118
18117,901710,334519
18118,901720,334519
18120,901720,334118
18122,901730,332216
18124,901780,332216
18125,901790,334118
18126,901790,334519
18130,901790,332216
18132,902290,334290
18134,901811,334510
18135,901811,334418
18137,901813,334510
18138,901814,334517
18139,901819,334510
18141,901819,334418
18146,901820,334510
18148,901831,339112
18151,901832,339112
18152,901839,339112
18155,901841,339114
18156,901849,339114
18159,901850,339115
18160,901890,339112
18166,901890,334510
18168,901890,334418
18175,901910,339112
18176,901910,335210
18177,903190,333316
18181,901910,339999
18183,901910,335999
18185,901920,339113
18186,902000,339920
18187,902000,339113
18189,902110,339112
18190,902110,339113
18191,902121,339116
18193,902129,339116
18195,902131,339113
18196,902139,339113
18197,902140,334510
18198,902150,334510
18199,902190,334510
18201,902190,339113
18202,902212,334517
18203,902213,334517
18204,902214,334517
18205,902219,334517
18206,902221,334517
18207,902229,334290
18208,902229,334517
18209,902230,334517
18214,902300,339999
18215,902410,334519
18216,902480,334519
18217,902490,334519
18219,902511,339112
18220,902511,334519
18221,902519,334513
18222,902519,339112
18224,902580,334519
18230,902590,334519
18233,902610,334513
18236,902620,334513
18238,902680,334513
18241,902690,334513
18244,902710,334516
18252,902730,334516
18256,902750,333316
18257,902750,334516
18264,902780,334510
18265,902780,334516
18272,902790,334516
18273,902790,334519
18274,902790,334418
18278,902790,333316
18294,902820,334514
18295,902830,334515
18296,902890,334515
18297,902890,334514
18298,902910,334514
18300,902920,334514
18301,902920,334511
18303,902920,334515
18304,902990,334514
18306,902990,334515
18309,903010,334519
18310,903020,334515
18312,903031,334515
18313,903032,334515
18314,903033,334515
18318,903039,334515
18319,903040,334515
18320,903082,334515
18321,903084,334515
18322,903089,334515
18323,903090,334515
18324,903090,334418
18325,903090,334519
18346,903110,333999
18347,903120,334515
18348,903141,333314
18351,903149,333316
18353,903149,332216
18354,903149,333314
18356,903180,334516
18357,903180,334515
18360,903190,334515
18362,903190,333314
18366,903190,334516
18367,903190,333997
18373,903210,334512
18376,903220,334512
18377,903281,334513
18380,903289,336320
18381,903289,335311
18382,903289,334512
18389,903290,334513
18390,903290,336320
18392,903290,335311
18394,903290,334512
18402,903300,334513
18407,910111,334519
18410,910111,335912
18415,910119,334519
18416,910119,316998
18421,910119,335912
18426,910121,334519
18433,910129,334519
18452,910191,334519
18455,910191,335912
18459,910199,334519
18466,290721,325192
18468,910211,334519
18471,910211,335912
18487,910219,334519
18501,910212,334519
18507,910219,335912
18520,910221,334519
18539,910229,334519
18546,910310,334519
18567,910511,334519
18577,911430,334519
18579,910291,334519
18580,910291,335912
18588,910299,334519
18597,910310,335912
18612,910390,334519
18616,910400,334519
18617,910400,335912
18634,910511,335912
18645,910519,334519
18659,910521,334519
18661,910521,335912
18667,910529,334519
18675,910591,334519
18677,910591,335912
18683,910599,334519
18692,910610,334519
18693,910690,334514
18694,910690,334519
18700,910700,334512
18701,910700,335313
18702,911220,334519
18704,910811,334519
18705,910811,335912
18708,911320,339910
18709,910812,334519
18710,910812,335912
18712,910819,334519
18713,910819,335912
18717,910820,334519
18719,910890,334519
18730,910910,334519
18732,910910,335912
18755,910990,334519
18758,911011,334519
18759,911012,334519
18760,911019,334519
18761,911090,334519
18764,911110,334519
18765,911120,334519
18767,911180,334519
18768,911190,334519
18771,911290,334519
18772,911310,339910
18776,911390,316998
18777,911390,339910
18778,911410,334519
18780,911440,334519
18784,911490,334519
18789,920110,339992
18794,920120,339992
18800,920190,339992
18801,920210,339992
18802,920290,339992
18805,920510,339992
18811,920710,339992
18818,920790,339992
18820,920810,339999
18821,920890,339992
18823,920930,339992
18824,920991,339992
18826,920992,339992
18830,920994,339992
18832,920999,339992
18839,920999,339999
18841,930110,336992
18842,930110,332994
18843,930120,332994
18844,930190,332994
18849,930200,332994
18852,930310,332994
18853,930320,332994
18858,930330,332994
18867,930390,332994
18869,930400,332994
18872,930510,332994
18877,930520,332994
18884,930591,332994
18888,930599,332994
18893,930621,332992
18894,930629,332992
18895,930630,332992
18901,940171,337127
18904,930690,332992
18905,930690,332993
18906,930690,336415
18908,930700,332215
18909,940110,336360
18911,940120,336360
18912,940130,337127
18913,940130,337124
18915,940140,337121
18916,940151,337125
18917,940159,337125
18918,940161,337121
18919,940161,337127
18927,940169,337122
18928,940169,337127
18939,940171,337124
18945,940179,337124
18951,940179,337127
18968,940190,316998
18969,940190,336360
18979,940210,339114
18980,940290,339113
18981,940290,337127
18982,940310,337214
18984,940320,332999
18985,940320,337124
18990,940320,337127
18991,940330,337211
18993,940340,337122
18994,940340,336360
18996,940340,337110
18998,940350,337122
18999,940350,336360
19004,940360,337127
19005,940360,337122
19008,940370,337125
19012,940370,337214
19013,940370,337127
19022,940381,337127
19023,940389,337125
19024,940389,337127
19028,940390,336360
19039,940390,313210
19045,940390,337121
19050,940410,337910
19051,940421,337910
19054,940429,337910
19062,940430,314999
19064,940490,314120
19077,940510,335121
19078,940510,335122
19084,940520,335121
19085,940520,335122
19090,940530,335129
19092,940540,335129
19098,940550,335129
19101,940560,339950
19104,940591,327212
19109,940592,335129
19110,940599,335129
19114,940600,321992
19115,940600,332311
19118,940600,326199
19120,950300,339930
19123,950639,339920
19126,950420,339920
19130,950430,339999
19134,950440,323111
19135,950450,339930
19137,950490,339930
19139,950490,339920
19142,950510,327212
19143,950510,339999
19150,950590,339930
19151,950590,322299
19152,950590,339999
19153,950611,339920
19157,950612,339920
19159,950619,339920
19162,950621,339920
19164,950629,339920
19167,950631,339920
19168,950632,339920
19170,950640,339920
19171,950651,339920
19179,950661,339920
19180,950662,339920
19188,950670,339920
19193,950691,339920
19196,950699,339920
19214,950710,339920
19216,950730,339920
19220,950790,314994
19221,950790,339920
19222,950790,314999
19225,950810,333318
19226,950890,333318
19227,960110,339999
19228,960190,339999
19233,960200,325998
19235,960200,339999
19238,960310,339994
19245,960321,339994
19246,960329,339994
19250,960330,339994
19253,960340,339994
19257,960350,339994
19258,960390,339999
19259,960390,339994
19264,960400,332618
19265,960500,316998
19266,960610,339993
19268,960621,339993
19271,960622,339993
19272,960629,339993
19275,960630,339993
19277,960711,339993
19278,960719,339993
19281,960720,339993
19283,960810,339940
19284,960820,339940
19285,960830,339940
19287,960840,339940
19289,960850,339940
19290,960860,339940
19291,960891,339940
19292,960899,339940
19296,960910,339940
19297,960920,339940
19299,960990,339940
19301,961000,339940
19302,961100,339940
19303,961210,339940
19308,961220,339940
19309,961310,339999
19310,961320,339999
19311,961380,339999
19315,961380,339910
19318,961390,339999
19320,961400,321999
19321,961400,339999
19329,961511,326199
19330,961511,326299
19334,961519,332999
19337,961590,326299
19338,961590,332999
19339,961590,326199
19341,961610,339999
19342,961620,314999
19343,970600,930000
19344,961700,332439
19348,961800,339999
19349,961900,322291
19354,961900,314999
19370,970110,930000
19371,970190,930000
19372,970200,930000
19373,970300,930000
19374,970400,930000
19375,970500,930000
19381,980100,980000
19418,980200,990000
19419,980200,980000
19421,980800,990000
19422,980800,334614
19425,981000,990000
19428,981000,313210
19429,981000,337212
19432,981000,327999
19433,981000,315990
19434,981000,333249
19435,981000,339999
19436,981000,334516
19438,981000,332216
19440,981000,336611
19441,981000,334517
19443,981000,326121
19444,981000,315190
19446,981200,990000
19448,981400,910000
19449,981700,314999
19451,981700,990000
19452,981700,325992
19453,981700,334614
19457,981700,333111
19459,981800,990000
19463,999900,990000
19464,999995,990000
19515,106410,112910
19742,302490,114111
19797,302912,114111
19798,302914,114111
19799,302920,114111
19800,302990,114111
19845,303590,114111
19879,303912,114111
19880,303914,114111
19885,303920,114111
19886,303990,114111
19908,304470,114111
19909,304480,114111
19935,304560,114111
19936,304570,114111
19998,304880,114111
20038,304960,114111
20039,304970,114111
20074,305520,311710
20075,305530,311710
20076,305540,311710
20114,306142,114112
20124,306150,114112
20148,306310,114112
20149,306320,114112
20151,306332,114112
20152,306334,114112
20153,306340,114112
20155,306350,114112
20157,306360,114112
20159,306390,114112
20160,306910,114112
20161,306920,114112
20162,306934,114112
20163,306940,114112
20164,306950,114112
20166,306990,114112
20170,307120,112512
20171,307120,114112
20175,307220,114112
20179,307320,114112
20181,307420,114112
20184,307430,114112
20196,307520,114112
20202,307720,114112
20211,307820,114112
20212,307830,114112
20213,307840,114112
20214,307870,114112
20215,307880,114112
20218,307920,114112
20222,308120,114112
20225,308220,114112
20573,890400,336611
20841,714401,111998
20916,805210,111320
20918,805220,111320
20919,805290,111320
20982,810700,111334
21071,905200,111339
21189,110710,311213
21317,121120,111219
21319,121120,311421
21322,121150,111998
21333,121190,311421
21365,130214,113210
21392,150110,311611
21585,160418,311710
21638,441899,321213
21686,220299,311511
21869,441899,321214
21926,190230,311991
22267,210420,311999
22338,220291,312120
22342,220299,311421
22346,220299,312111
22368,220422,312130
22584,844520,333292
22790,844530,333292
23032,280110,325180
23075,281112,325180
23087,281211,325180
23088,281212,325180
23089,281213,325180
23090,281214,325180
23091,281215,325180
23092,281216,325180
23093,281217,325180
23094,281219,325180
23325,285310,325180
23326,285390,325180
23397,290383,325199
23408,290393,325199
23409,290394,325199
23434,290431,325199
23435,290432,325199
23436,290433,325199
23437,290434,325199
23438,290435,325199
23439,290499,325199
23570,291050,325199
23621,291462,325199
23626,291471,325199
23627,291479,325199
23771,291817,325199
23798,292112,325199
23827,292021,325199
23828,292022,325199
23829,292023,325199
23830,292024,325199
23831,292029,325199
23832,292030,325199
23838,292113,325199
23839,292114,325199
23914,292216,325199
23915,292217,325199
23916,292218,325199
23988,292330,325199
23989,292340,325199
24007,292425,325199
24052,292640,325199
24109,293060,325199
24110,293070,325199
24111,293080,325199
24133,293131,325199
24134,293132,325199
24135,293133,325199
24136,293134,325199
24138,293135,325199
24139,293136,325199
24140,293137,325199
24141,293138,325199
24142,293139,325199
24165,293214,325199
24275,293392,325199
24328,293590,325199
24351,293510,325199
24352,293520,325199
24353,293530,325199
24354,293540,325199
24355,293550,325199
24360,293590,325130
24361,293590,325412
24432,293963,325411
24434,293971,325411
24435,293979,325411
24436,293980,325199
24464,300211,325414
24465,300212,325414
24468,300212,325413
24470,300213,325414
24471,300214,325414
24472,300215,325414
24473,300219,325414
24484,300341,325412
24485,300342,325412
24486,300343,325412
24487,300349,325412
24488,300360,325412
24505,300441,325412
24506,300442,325412
24507,300443,325412
24508,300449,325412
24523,300460,325412
24577,310311,325312
24578,310319,325312
24970,370500,990000
25007,380852,325320
25008,380859,325320
25009,380859,325612
25011,380861,325320
25013,380862,325320
25015,380869,325320
25058,381231,325998
25059,381239,325998
25125,382484,325194
25126,382485,325199
25127,382486,325194
25128,382487,325199
25129,382488,325194
25130,382491,325411
25131,382499,327999
25133,382499,325194
25138,382499,325998
25144,382499,325199
25157,382499,325411
25178,390140,325211
25221,390761,325211
25222,390769,325211
25233,390931,325211
25234,390939,325211
25585,401170,326211
25587,401180,326211
25593,401190,326211
25784,940390,327212
25887,442199,321999
26177,440922,321918
26182,440922,321999
26183,440922,321113
26237,441873,321918
26268,442191,321999
26371,441874,321918
26374,441875,321918
26377,441891,321113
26378,441891,321918
26379,441891,321213
26380,441891,321214
26382,441891,321992
26384,441899,321113
26386,441899,321992
26388,441911,321999
26389,441912,321999
26390,441919,321999
26392,441990,321999
26402,442191,321918
26403,442191,337920
26411,442191,321213
26413,442191,339995
26419,442199,321918
26420,442199,337920
26430,442199,321213
26432,442199,339995
27244,550210,325220
27565,550290,325220
27726,540253,325220
27730,540263,325220
27972,550640,313110
28495,570420,314110
28659,843231,333111
28822,600535,313240
28823,600536,313240
28826,600537,313240
28829,600538,313240
28832,600539,313240
29004,940690,326199
29008,843239,333111
29133,843241,333111
29199,843242,333111
31794,690723,327120
31809,690721,327120
31817,690722,327120
31833,690730,327120
31841,690740,327120
32894,282550,325188
34547,842441,333111
34549,842449,333111
34550,842482,333111
34570,842620,333120
34952,845611,333517
34956,845612,333517
34967,845640,333517
34969,845640,333249
34970,845650,333249
34994,845941,333517
35028,845949,333517
35048,846012,333517
35053,846022,333517
35055,846023,333517
35057,846024,333517
35168,846520,333249
35423,847730,333249
35481,848020,333511
36076,852692,339930
36107,852842,334118
36123,852852,334118
36139,852862,334118
36425,853950,335129
36579,854690,335932
36644,870191,333111
36645,870191,333120
36646,870192,333111
36647,870192,333120
36648,870193,333111
36649,870193,333120
36650,870194,333111
36651,870194,333120
36652,870195,333111
36653,870195,333120
36656,870220,336120
36658,870230,336120
36660,870240,336120
36692,870340,336111
36694,870340,336213
36698,870340,930000
36699,870340,336112
36706,870350,336111
36708,870350,930000
36709,870350,336112
36710,870350,336213
36713,870360,336111
36716,870360,336213
36720,870360,930000
36721,870360,336112
36728,870370,336111
36730,870370,930000
36731,870370,336112
36732,870370,336213
36736,870380,336111
37114,900410,339115
37461,903120,337127
38018,930690,336414
38031,940152,337125
38032,940153,337125
38144,940382,337125
38147,940382,337127
38148,940383,337125
38151,940383,337127
38244,940610,321992
38245,940690,332311
38482,962000,334310
38483,962000,333314
38484,962000,333316
38487,962000,334519
38495,962000,326199
38497,962000,321999
38498,962000,335991
38499,962000,332999
39317,306932,114112
41962,260300,212230
41967,260400,212230
41973,260700,212230
41979,260800,212230
42094,270900,211120
42095,270900,211130
42174,271111,211130
42175,271112,211130
42177,271113,211130
42183,271119,211130
42185,271121,211130
42186,271129,211130
42199,271410,211120
43100,292215,325199
45206,440111,113310
45207,440112,113310
45218,440140,321999
45227,440311,321114
45231,440312,321114
45253,440321,113310
45261,440322,113310
45270,440323,113310
45276,440324,113310
45283,440325,113310
45294,440326,113310
45310,440393,113310
45311,440394,113310
45312,440395,113310
45314,440396,113310
45317,440397,113310
45322,440398,113310
45357,440611,321113
45358,440612,321113
45360,440691,321114
45361,440692,321114
45402,440711,321113
45403,440711,321114
45414,440712,321113
45415,440712,321114
45422,440719,321113
45426,440719,321114
45470,440796,321113
45473,440797,321113
45639,441233,321211
45652,441234,321211
46915,841391,333914
47791,290361,325199
48929,841392,333914
50420,630420,314120
52585,100110,111140
52592,732111,335220
52598,732112,335220
52599,732119,335220
52609,732190,335220
52658,130110,113210
52800,741810,335220
53398,253020,212399
53500,841311,333914
53501,841319,333914
53502,841320,333914
53508,841350,333914
53516,841360,333914
53519,841370,333914
53528,841381,333914
53531,841382,333914
53624,841810,335220
53632,841821,335220
53636,841829,335220
53638,841830,335220
53639,841840,335220
53651,841899,335220
53660,841911,335220
53661,841919,335220
53688,841990,335220
53707,842112,335220
53724,842191,335220
53729,842211,335220
53750,842290,335220
53970,280521,325188
54091,280522,325188
54151,845011,335220
54154,845012,335220
54155,845019,335220
54156,845020,335220
54159,845090,335220
54162,845121,335220
54164,845129,335220
54171,845190,335220
54550,846719,333914
54572,846792,333914
54690,847790,332722
54717,847989,335220
54730,847990,335220
55120,850980,335220
55195,851610,335220
55204,851650,335220
55207,851660,335220
55225,851690,335220
55554,283010,325188
55735,854140,335999
55983,283670,325188
56296,890120,336611
56665,902810,334514
56673,803004,311423
57981,810920,331419
57994,391890,326192
57995,845430,333298
57996,845490,333513
57997,846592,333210
57998,854071,334411
58000,304296,114111
58036,282410,325180
58037,282490,325180
58069,810310,910000
58070,810310,331492
58074,292410,325199
58078,282540,325188
58080,283110,325188
58081,283720,325188
58091,290369,325199
58092,290715,325192
58093,290719,325192
58099,291522,325199
58101,847160,334119
58156,909300,311942
58157,909400,311942
58158,282736,325188
58159,282738,325188
58169,320120,325191
58173,820570,332212
58175,950341,339931
58177,303804,114111
58243,305594,311711
58244,306130,114112
58265,306230,114112
58268,307100,114112
58269,307100,112512
58288,307910,114119
58300,304104,114111
58306,304104,112511
58310,304206,114111
58332,304901,114111
58333,305592,311711
61064,252230,327310
62283,281129,325188
62541,304909,114111
63672,282590,325188
64440,302704,114111
64527,102902,11211X
64574,102904,11211X
64587,101110,112920
64589,101190,112920
64591,101201,112920
64592,101202,112920
64593,101203,112920
64594,101204,112920
64595,102100,11211X
